
─── Fold 0/92 ───
[fold 0] epoch   10 | train  121.56 | val  122.02 | rotLSD  23.47
[fold 41] epoch  580 | train    0.72 | val    0.86 | rotLSD   0.49
[fold 41] epoch  590 | train    0.73 | val    0.86 | rotLSD   0.51
[fold 41] epoch  600 | train    0.73 | val    0.86 | rotLSD   0.49
[fold 41] epoch  610 | train    0.72 | val    0.87 | rotLSD   0.51
[fold 41] epoch  620 | train    0.72 | val    0.85 | rotLSD   0.50
[fold 41] epoch  630 | train    0.73 | val    0.87 | rotLSD   0.50
[fold 41] epoch  640 | train    0.73 | val    0.87 | rotLSD   0.50
[fold 41] epoch  650 | train    0.72 | val    0.89 | rotLSD   0.50
[fold 41] epoch  660 | train    0.72 | val    0.87 | rotLSD   0.51
[fold 41] epoch  670 | train    0.72 | val    0.87 | rotLSD   0.51
[fold 41] epoch  680 | train    0.71 | val    0.88 | rotLSD   0.52
[fold 41] epoch  690 | train    0.71 | val    0.87 | rotLSD   0.50
[fold 41] epoch  700 | train    0.71 | val    0.88 | rotLSD   0.51
[fold 41] epoch  710 | train    0.71 | val    0.89 | rotLSD   0.51
[fold 41] epoch  720 | train    0.71 | val    0.88 | rotLSD   0.53
[fold 41] epoch  730 | train    0.71 | val    0.88 | rotLSD   0.51
[fold 41] epoch  740 | train    0.70 | val    0.89 | rotLSD   0.50
[fold 41] epoch  750 | train    0.71 | val    0.90 | rotLSD   0.52
[fold 41] epoch  760 | train    0.71 | val    0.89 | rotLSD   0.52
[fold 41] epoch  770 | train    0.70 | val    0.89 | rotLSD   0.49
[fold 41] epoch  780 | train    0.71 | val    0.89 | rotLSD   0.53
[fold 41] epoch  790 | train    0.71 | val    0.89 | rotLSD   0.50
[fold 41] epoch  800 | train    0.70 | val    0.90 | rotLSD   0.49
[fold 41] epoch  810 | train    0.71 | val    0.90 | rotLSD   0.51
[fold 41] epoch  820 | train    0.70 | val    0.89 | rotLSD   0.50
[fold 41] epoch  830 | train    0.70 | val    0.89 | rotLSD   0.50
[fold 41] epoch  840 | train    0.70 | val    0.90 | rotLSD   0.51
[fold 41] epoch  850 | train    0.70 | val    0.90 | rotLSD   0.50
[fold 41] epoch  860 | train    0.70 | val    0.90 | rotLSD   0.51
[fold 41] epoch  870 | train    0.70 | val    0.89 | rotLSD   0.48
[fold 41] epoch  880 | train    0.70 | val    0.90 | rotLSD   0.53
[fold 41] epoch  890 | train    0.70 | val    0.90 | rotLSD   0.48
[fold 41] epoch  900 | train    0.70 | val    0.90 | rotLSD   0.51
[fold 41] epoch  910 | train    0.70 | val    0.90 | rotLSD   0.52
[fold 41] epoch  920 | train    0.69 | val    0.90 | rotLSD   0.51
[fold 41] epoch  930 | train    0.70 | val    0.90 | rotLSD   0.51
[fold 41] epoch  940 | train    0.70 | val    0.90 | rotLSD   0.53
[fold 41] epoch  950 | train    0.70 | val    0.90 | rotLSD   0.52
[fold 41] epoch  960 | train    0.69 | val    0.90 | rotLSD   0.52
[fold 41] epoch  970 | train    0.70 | val    0.90 | rotLSD   0.50
[fold 41] epoch  980 | train    0.70 | val    0.90 | rotLSD   0.50
[fold 41] epoch  990 | train    0.70 | val    0.90 | rotLSD   0.52
[fold 41] epoch 1000 | train    0.69 | val    0.90 | rotLSD   0.52

─── Fold 42/92 ───
[fold 42] epoch   10 | train  121.94 | val  118.27 | rotLSD  23.40
[fold 42] epoch   20 | train  110.59 | val  107.13 | rotLSD  20.14
[fold 42] epoch   30 | train   98.72 | val   95.30 | rotLSD  15.86
[fold 42] epoch   40 | train   86.19 | val   83.01 | rotLSD  13.19
[fold 42] epoch   50 | train   73.59 | val   70.68 | rotLSD  11.38
[fold 42] epoch   60 | train   61.46 | val   58.72 | rotLSD   9.32
[fold 42] epoch   70 | train   50.06 | val   47.54 | rotLSD   7.51
[fold 42] epoch   80 | train   39.60 | val   37.46 | rotLSD   6.26
[fold 42] epoch   90 | train   30.55 | val   28.70 | rotLSD   5.09
[fold 42] epoch  100 | train   22.89 | val   21.39 | rotLSD   4.16
[fold 42] epoch  110 | train   16.75 | val   15.52 | rotLSD   3.29
[fold 42] epoch  120 | train   11.97 | val   11.02 | rotLSD   2.67
[fold 42] epoch  130 | train    8.43 | val    7.71 | rotLSD   2.13
[fold 42] epoch  140 | train    5.91 | val    5.40 | rotLSD   1.70
[fold 42] epoch  150 | train    4.21 | val    3.85 | rotLSD   1.40
[fold 42] epoch  160 | train    3.09 | val    2.86 | rotLSD   1.16
[fold 42] epoch  170 | train    2.36 | val    2.23 | rotLSD   1.00
[fold 42] epoch  180 | train    1.89 | val    1.81 | rotLSD   0.87
[fold 42] epoch  190 | train    1.56 | val    1.54 | rotLSD   0.78
[fold 42] epoch  200 | train    1.33 | val    1.34 | rotLSD   0.71
[fold 42] epoch  210 | train    1.19 | val    1.20 | rotLSD   0.66
[fold 42] epoch  220 | train    1.10 | val    1.14 | rotLSD   0.64
[fold 42] epoch  230 | train    1.03 | val    1.07 | rotLSD   0.60
[fold 42] epoch  240 | train    0.97 | val    1.05 | rotLSD   0.60
[fold 42] epoch  250 | train    0.94 | val    1.05 | rotLSD   0.60
[fold 42] epoch  260 | train    0.91 | val    1.04 | rotLSD   0.62
[fold 42] epoch  270 | train    0.88 | val    1.02 | rotLSD   0.62
[fold 42] epoch  280 | train    0.86 | val    0.99 | rotLSD   0.57
[fold 42] epoch  290 | train    0.85 | val    1.00 | rotLSD   0.57
[fold 42] epoch  300 | train    0.83 | val    1.02 | rotLSD   0.62
[fold 42] epoch  310 | train    0.83 | val    1.01 | rotLSD   0.59
[fold 42] epoch  320 | train    0.81 | val    1.01 | rotLSD   0.61
[fold 42] epoch  330 | train    0.80 | val    1.01 | rotLSD   0.60
[fold 42] epoch  340 | train    0.80 | val    1.02 | rotLSD   0.58
[fold 42] epoch  350 | train    0.80 | val    1.02 | rotLSD   0.60
[fold 42] epoch  360 | train    0.79 | val    1.02 | rotLSD   0.59
[fold 42] epoch  370 | train    0.79 | val    1.01 | rotLSD   0.58
[fold 42] epoch  380 | train    0.78 | val    1.02 | rotLSD   0.60
[fold 42] epoch  390 | train    0.78 | val    1.03 | rotLSD   0.61
[fold 42] epoch  400 | train    0.78 | val    1.02 | rotLSD   0.58
[fold 42] epoch  410 | train    0.78 | val    1.05 | rotLSD   0.59
[fold 42] epoch  420 | train    0.77 | val    1.05 | rotLSD   0.62
[fold 42] epoch  430 | train    0.77 | val    1.05 | rotLSD   0.59
[fold 42] epoch  440 | train    0.76 | val    1.05 | rotLSD   0.60
[fold 42] epoch  450 | train    0.76 | val    1.03 | rotLSD   0.61
[fold 42] epoch  460 | train    0.76 | val    1.02 | rotLSD   0.56
[fold 42] epoch  470 | train    0.76 | val    1.04 | rotLSD   0.58
[fold 42] epoch  480 | train    0.75 | val    1.07 | rotLSD   0.58
[fold 42] epoch  490 | train    0.75 | val    1.05 | rotLSD   0.58
[fold 42] epoch  500 | train    0.75 | val    1.07 | rotLSD   0.63
[fold 42] epoch  510 | train    0.75 | val    1.05 | rotLSD   0.59
[fold 42] epoch  520 | train    0.74 | val    1.06 | rotLSD   0.63
[fold 42] epoch  530 | train    0.74 | val    1.09 | rotLSD   0.62
[fold 42] epoch  540 | train    0.74 | val    1.05 | rotLSD   0.59
[fold 42] epoch  550 | train    0.74 | val    1.07 | rotLSD   0.59
[fold 42] epoch  560 | train    0.73 | val    1.09 | rotLSD   0.59
[fold 42] epoch  570 | train    0.72 | val    1.09 | rotLSD   0.60
[fold 42] epoch  580 | train    0.73 | val    1.09 | rotLSD   0.59
[fold 42] epoch  590 | train    0.73 | val    1.08 | rotLSD   0.59
[fold 42] epoch  600 | train    0.72 | val    1.08 | rotLSD   0.61
[fold 42] epoch  610 | train    0.72 | val    1.08 | rotLSD   0.59
[fold 42] epoch  620 | train    0.72 | val    1.07 | rotLSD   0.63
[fold 42] epoch  630 | train    0.72 | val    1.07 | rotLSD   0.61
[fold 42] epoch  640 | train    0.73 | val    1.10 | rotLSD   0.61
[fold 42] epoch  650 | train    0.72 | val    1.08 | rotLSD   0.60
[fold 42] epoch  660 | train    0.72 | val    1.10 | rotLSD   0.59
[fold 42] epoch  670 | train    0.71 | val    1.09 | rotLSD   0.59
[fold 42] epoch  680 | train    0.72 | val    1.08 | rotLSD   0.60
[fold 42] epoch  690 | train    0.72 | val    1.10 | rotLSD   0.60
[fold 42] epoch  700 | train    0.72 | val    1.09 | rotLSD   0.59
[fold 42] epoch  710 | train    0.71 | val    1.10 | rotLSD   0.60
[fold 42] epoch  720 | train    0.71 | val    1.10 | rotLSD   0.59
[fold 42] epoch  730 | train    0.71 | val    1.09 | rotLSD   0.61
[fold 42] epoch  740 | train    0.71 | val    1.10 | rotLSD   0.62
[fold 42] epoch  750 | train    0.71 | val    1.09 | rotLSD   0.61
[fold 42] epoch  760 | train    0.71 | val    1.10 | rotLSD   0.59
[fold 42] epoch  770 | train    0.71 | val    1.10 | rotLSD   0.63
[fold 42] epoch  780 | train    0.70 | val    1.10 | rotLSD   0.59
[fold 42] epoch  790 | train    0.71 | val    1.10 | rotLSD   0.61
[fold 42] epoch  800 | train    0.71 | val    1.10 | rotLSD   0.61
[fold 42] epoch  810 | train    0.70 | val    1.11 | rotLSD   0.64
[fold 42] epoch  820 | train    0.71 | val    1.10 | rotLSD   0.62
[fold 42] epoch  830 | train    0.71 | val    1.10 | rotLSD   0.60
[fold 42] epoch  840 | train    0.70 | val    1.10 | rotLSD   0.60
[fold 42] epoch  850 | train    0.70 | val    1.10 | rotLSD   0.61
[fold 42] epoch  860 | train    0.70 | val    1.11 | rotLSD   0.61
[fold 42] epoch  870 | train    0.70 | val    1.10 | rotLSD   0.61
[fold 42] epoch  880 | train    0.70 | val    1.10 | rotLSD   0.62
[fold 42] epoch  890 | train    0.70 | val    1.11 | rotLSD   0.60
[fold 42] epoch  900 | train    0.70 | val    1.10 | rotLSD   0.61
[fold 42] epoch  910 | train    0.71 | val    1.10 | rotLSD   0.62
[fold 42] epoch  920 | train    0.70 | val    1.11 | rotLSD   0.60
[fold 42] epoch  930 | train    0.70 | val    1.10 | rotLSD   0.60
[fold 42] epoch  940 | train    0.71 | val    1.11 | rotLSD   0.60
[fold 42] epoch  950 | train    0.70 | val    1.11 | rotLSD   0.63
[fold 42] epoch  960 | train    0.71 | val    1.11 | rotLSD   0.64
[fold 42] epoch  970 | train    0.70 | val    1.11 | rotLSD   0.58
[fold 42] epoch  980 | train    0.70 | val    1.11 | rotLSD   0.60
[fold 42] epoch  990 | train    0.70 | val    1.11 | rotLSD   0.60
[fold 42] epoch 1000 | train    0.70 | val    1.11 | rotLSD   0.59

─── Fold 43/92 ───
[fold 43] epoch   10 | train  120.43 | val  120.55 | rotLSD  23.27
[fold 43] epoch   20 | train  108.48 | val  108.53 | rotLSD  19.60
[fold 43] epoch   30 | train   95.90 | val   95.88 | rotLSD  15.61
[fold 43] epoch   40 | train   82.98 | val   82.81 | rotLSD  13.24
[fold 43] epoch   50 | train   69.89 | val   69.77 | rotLSD  11.08
[fold 43] epoch   60 | train   57.40 | val   57.24 | rotLSD   8.77
[fold 43] epoch   70 | train   45.80 | val   45.66 | rotLSD   7.10
[fold 43] epoch   80 | train   35.43 | val   35.37 | rotLSD   5.80
[fold 43] epoch   90 | train   26.70 | val   26.60 | rotLSD   4.70
[fold 43] epoch  100 | train   19.49 | val   19.43 | rotLSD   3.84
[fold 43] epoch  110 | train   13.85 | val   13.84 | rotLSD   3.04
[fold 43] epoch  120 | train    9.62 | val    9.68 | rotLSD   2.36
[fold 43] epoch  130 | train    6.64 | val    6.72 | rotLSD   1.89
[fold 43] epoch  140 | train    4.63 | val    4.72 | rotLSD   1.52
[fold 43] epoch  150 | train    3.34 | val    3.44 | rotLSD   1.26
[fold 43] epoch  160 | train    2.53 | val    2.60 | rotLSD   1.09
[fold 43] epoch  170 | train    1.98 | val    2.04 | rotLSD   0.93
[fold 43] epoch  180 | train    1.60 | val    1.63 | rotLSD   0.81
[fold 43] epoch  190 | train    1.36 | val    1.35 | rotLSD   0.73
[fold 43] epoch  200 | train    1.20 | val    1.17 | rotLSD   0.66
[fold 43] epoch  210 | train    1.08 | val    1.06 | rotLSD   0.61
[fold 43] epoch  220 | train    1.02 | val    0.99 | rotLSD   0.57
[fold 43] epoch  230 | train    0.97 | val    0.94 | rotLSD   0.60
[fold 43] epoch  240 | train    0.93 | val    0.92 | rotLSD   0.56
[fold 43] epoch  250 | train    0.91 | val    0.88 | rotLSD   0.55
[fold 43] epoch  260 | train    0.89 | val    0.86 | rotLSD   0.54
[fold 43] epoch  270 | train    0.88 | val    0.86 | rotLSD   0.55
[fold 43] epoch  280 | train    0.85 | val    0.85 | rotLSD   0.51
[fold 43] epoch  290 | train    0.84 | val    0.86 | rotLSD   0.52
[fold 43] epoch  300 | train    0.83 | val    0.86 | rotLSD   0.51
[fold 43] epoch  310 | train    0.82 | val    0.87 | rotLSD   0.52
[fold 43] epoch  320 | train    0.81 | val    0.89 | rotLSD   0.53
[fold 43] epoch  330 | train    0.80 | val    0.87 | rotLSD   0.53
[fold 43] epoch  340 | train    0.80 | val    0.87 | rotLSD   0.53
[fold 43] epoch  350 | train    0.80 | val    0.89 | rotLSD   0.54
[fold 43] epoch  360 | train    0.79 | val    0.88 | rotLSD   0.54
[fold 43] epoch  370 | train    0.78 | val    0.88 | rotLSD   0.52
[fold 43] epoch  380 | train    0.78 | val    0.92 | rotLSD   0.53
[fold 43] epoch  390 | train    0.77 | val    0.91 | rotLSD   0.54
[fold 43] epoch  400 | train    0.77 | val    0.91 | rotLSD   0.53
[fold 43] epoch  410 | train    0.76 | val    0.91 | rotLSD   0.55
[fold 43] epoch  420 | train    0.76 | val    0.91 | rotLSD   0.54
[fold 43] epoch  430 | train    0.76 | val    0.90 | rotLSD   0.52
[fold 43] epoch  440 | train    0.75 | val    0.92 | rotLSD   0.55
[fold 43] epoch  450 | train    0.75 | val    0.91 | rotLSD   0.53
[fold 43] epoch  460 | train    0.75 | val    0.96 | rotLSD   0.55
[fold 43] epoch  470 | train    0.74 | val    0.95 | rotLSD   0.55
[fold 43] epoch  480 | train    0.74 | val    0.94 | rotLSD   0.54
[fold 43] epoch  490 | train    0.73 | val    0.94 | rotLSD   0.53
[fold 43] epoch  500 | train    0.74 | val    0.97 | rotLSD   0.55
[fold 43] epoch  510 | train    0.73 | val    0.97 | rotLSD   0.54
[fold 43] epoch  520 | train    0.73 | val    0.97 | rotLSD   0.53
[fold 43] epoch  530 | train    0.73 | val    0.97 | rotLSD   0.54
[fold 43] epoch  540 | train    0.72 | val    1.00 | rotLSD   0.57
[fold 43] epoch  550 | train    0.72 | val    1.00 | rotLSD   0.55
[fold 43] epoch  560 | train    0.72 | val    0.99 | rotLSD   0.54
[fold 43] epoch  570 | train    0.71 | val    0.99 | rotLSD   0.56
[fold 43] epoch  580 | train    0.72 | val    0.97 | rotLSD   0.54
[fold 43] epoch  590 | train    0.71 | val    0.98 | rotLSD   0.56
[fold 43] epoch  600 | train    0.71 | val    1.00 | rotLSD   0.56
[fold 43] epoch  610 | train    0.71 | val    0.99 | rotLSD   0.54
[fold 43] epoch  620 | train    0.71 | val    1.00 | rotLSD   0.55
[fold 43] epoch  630 | train    0.70 | val    0.99 | rotLSD   0.58
[fold 43] epoch  640 | train    0.70 | val    0.99 | rotLSD   0.54
[fold 43] epoch  650 | train    0.70 | val    0.99 | rotLSD   0.55
[fold 43] epoch  660 | train    0.70 | val    1.01 | rotLSD   0.55
[fold 43] epoch  670 | train    0.70 | val    1.01 | rotLSD   0.55
[fold 43] epoch  680 | train    0.70 | val    1.00 | rotLSD   0.53
[fold 43] epoch  690 | train    0.70 | val    1.00 | rotLSD   0.55
[fold 43] epoch  700 | train    0.69 | val    0.98 | rotLSD   0.55
[fold 43] epoch  710 | train    0.69 | val    1.00 | rotLSD   0.55
[fold 43] epoch  720 | train    0.69 | val    1.02 | rotLSD   0.59
[fold 43] epoch  730 | train    0.69 | val    1.01 | rotLSD   0.54
[fold 43] epoch  740 | train    0.69 | val    1.01 | rotLSD   0.56
[fold 43] epoch  750 | train    0.69 | val    1.02 | rotLSD   0.55
[fold 43] epoch  760 | train    0.69 | val    1.01 | rotLSD   0.56
[fold 43] epoch  770 | train    0.69 | val    1.03 | rotLSD   0.55
[fold 43] epoch  780 | train    0.69 | val    1.00 | rotLSD   0.54
[fold 43] epoch  790 | train    0.68 | val    1.02 | rotLSD   0.55
[fold 43] epoch  800 | train    0.68 | val    1.01 | rotLSD   0.56
[fold 43] epoch  810 | train    0.68 | val    1.02 | rotLSD   0.54
[fold 43] epoch  820 | train    0.68 | val    1.01 | rotLSD   0.54
[fold 43] epoch  830 | train    0.68 | val    1.02 | rotLSD   0.56
[fold 43] epoch  840 | train    0.68 | val    1.01 | rotLSD   0.54
[fold 43] epoch  850 | train    0.68 | val    1.02 | rotLSD   0.58
[fold 43] epoch  860 | train    0.68 | val    1.02 | rotLSD   0.55
[fold 43] epoch  870 | train    0.68 | val    1.02 | rotLSD   0.56
[fold 43] epoch  880 | train    0.68 | val    1.02 | rotLSD   0.58
[fold 43] epoch  890 | train    0.68 | val    1.02 | rotLSD   0.55
[fold 43] epoch  900 | train    0.68 | val    1.02 | rotLSD   0.56
[fold 43] epoch  910 | train    0.68 | val    1.02 | rotLSD   0.55
[fold 43] epoch  920 | train    0.68 | val    1.02 | rotLSD   0.58
[fold 43] epoch  930 | train    0.67 | val    1.02 | rotLSD   0.56
[fold 43] epoch  940 | train    0.68 | val    1.02 | rotLSD   0.55
[fold 43] epoch  950 | train    0.68 | val    1.02 | rotLSD   0.55
[fold 43] epoch  960 | train    0.68 | val    1.02 | rotLSD   0.55
[fold 43] epoch  970 | train    0.68 | val    1.02 | rotLSD   0.56
[fold 43] epoch  980 | train    0.68 | val    1.02 | rotLSD   0.55
[fold 43] epoch  990 | train    0.67 | val    1.02 | rotLSD   0.55
[fold 43] epoch 1000 | train    0.67 | val    1.02 | rotLSD   0.57

─── Fold 44/92 ───
[fold 44] epoch   10 | train  120.65 | val  119.53 | rotLSD  24.61
[fold 44] epoch   20 | train  109.05 | val  107.98 | rotLSD  19.14
[fold 44] epoch   30 | train   96.71 | val   95.52 | rotLSD  15.83
[fold 44] epoch   40 | train   83.61 | val   82.52 | rotLSD  12.72
[fold 44] epoch   50 | train   70.57 | val   69.51 | rotLSD  10.69
[fold 44] epoch   60 | train   57.97 | val   56.97 | rotLSD   8.72
[fold 44] epoch   70 | train   46.28 | val   45.37 | rotLSD   7.39
[fold 44] epoch   80 | train   35.93 | val   35.07 | rotLSD   5.83
[fold 44] epoch   90 | train   26.99 | val   26.29 | rotLSD   4.83
[fold 44] epoch  100 | train   19.77 | val   19.12 | rotLSD   3.80
[fold 44] epoch  110 | train   14.07 | val   13.52 | rotLSD   2.99
[fold 44] epoch  120 | train    9.82 | val    9.34 | rotLSD   2.39
[fold 44] epoch  130 | train    6.75 | val    6.36 | rotLSD   1.88
[fold 44] epoch  140 | train    4.70 | val    4.35 | rotLSD   1.44
[fold 44] epoch  150 | train    3.35 | val    3.03 | rotLSD   1.20
[fold 44] epoch  160 | train    2.49 | val    2.21 | rotLSD   0.99
[fold 44] epoch  170 | train    1.95 | val    1.70 | rotLSD   0.85
[fold 44] epoch  180 | train    1.58 | val    1.38 | rotLSD   0.71
[fold 44] epoch  190 | train    1.33 | val    1.17 | rotLSD   0.64
[fold 44] epoch  200 | train    1.18 | val    1.04 | rotLSD   0.57
[fold 44] epoch  210 | train    1.08 | val    0.94 | rotLSD   0.56
[fold 44] epoch  220 | train    1.01 | val    0.90 | rotLSD   0.55
[fold 44] epoch  230 | train    0.97 | val    0.86 | rotLSD   0.55
[fold 44] epoch  240 | train    0.93 | val    0.84 | rotLSD   0.55
[fold 44] epoch  250 | train    0.92 | val    0.81 | rotLSD   0.49
[fold 44] epoch  260 | train    0.88 | val    0.79 | rotLSD   0.49
[fold 44] epoch  270 | train    0.88 | val    0.78 | rotLSD   0.48
[fold 44] epoch  280 | train    0.86 | val    0.77 | rotLSD   0.49
[fold 44] epoch  290 | train    0.85 | val    0.76 | rotLSD   0.49
[fold 44] epoch  300 | train    0.84 | val    0.76 | rotLSD   0.51
[fold 44] epoch  310 | train    0.83 | val    0.76 | rotLSD   0.47
[fold 44] epoch  320 | train    0.82 | val    0.75 | rotLSD   0.47
[fold 44] epoch  330 | train    0.82 | val    0.77 | rotLSD   0.49
[fold 44] epoch  340 | train    0.81 | val    0.75 | rotLSD   0.49
[fold 44] epoch  350 | train    0.80 | val    0.76 | rotLSD   0.47
[fold 44] epoch  360 | train    0.79 | val    0.76 | rotLSD   0.47
[fold 44] epoch  370 | train    0.80 | val    0.77 | rotLSD   0.46
[fold 44] epoch  380 | train    0.80 | val    0.77 | rotLSD   0.48
[fold 44] epoch  390 | train    0.79 | val    0.77 | rotLSD   0.47
[fold 44] epoch  400 | train    0.79 | val    0.78 | rotLSD   0.49
[fold 44] epoch  410 | train    0.78 | val    0.77 | rotLSD   0.47
[fold 44] epoch  420 | train    0.78 | val    0.77 | rotLSD   0.49
[fold 44] epoch  430 | train    0.78 | val    0.79 | rotLSD   0.50
[fold 44] epoch  440 | train    0.78 | val    0.79 | rotLSD   0.49
[fold 44] epoch  450 | train    0.77 | val    0.79 | rotLSD   0.49
[fold 44] epoch  460 | train    0.76 | val    0.79 | rotLSD   0.48
[fold 44] epoch  470 | train    0.76 | val    0.79 | rotLSD   0.46
[fold 44] epoch  480 | train    0.76 | val    0.78 | rotLSD   0.50
[fold 44] epoch  490 | train    0.76 | val    0.80 | rotLSD   0.47
[fold 44] epoch  500 | train    0.76 | val    0.78 | rotLSD   0.48
[fold 44] epoch  510 | train    0.75 | val    0.78 | rotLSD   0.51
[fold 44] epoch  520 | train    0.75 | val    0.79 | rotLSD   0.50
[fold 44] epoch  530 | train    0.75 | val    0.79 | rotLSD   0.49
[fold 44] epoch  540 | train    0.75 | val    0.80 | rotLSD   0.51
[fold 44] epoch  550 | train    0.74 | val    0.79 | rotLSD   0.48
[fold 44] epoch  560 | train    0.74 | val    0.80 | rotLSD   0.49
[fold 44] epoch  570 | train    0.74 | val    0.80 | rotLSD   0.52
[fold 44] epoch  580 | train    0.74 | val    0.80 | rotLSD   0.51
[fold 44] epoch  590 | train    0.73 | val    0.81 | rotLSD   0.50
[fold 44] epoch  600 | train    0.73 | val    0.80 | rotLSD   0.49
[fold 44] epoch  610 | train    0.73 | val    0.81 | rotLSD   0.48
[fold 44] epoch  620 | train    0.73 | val    0.80 | rotLSD   0.49
[fold 44] epoch  630 | train    0.73 | val    0.80 | rotLSD   0.50
[fold 44] epoch  640 | train    0.73 | val    0.80 | rotLSD   0.50
[fold 44] epoch  650 | train    0.72 | val    0.82 | rotLSD   0.50
[fold 44] epoch  660 | train    0.72 | val    0.80 | rotLSD   0.49
[fold 44] epoch  670 | train    0.72 | val    0.81 | rotLSD   0.50
[fold 44] epoch  680 | train    0.72 | val    0.81 | rotLSD   0.49
[fold 44] epoch  690 | train    0.72 | val    0.81 | rotLSD   0.52
[fold 44] epoch  700 | train    0.72 | val    0.81 | rotLSD   0.51
[fold 44] epoch  710 | train    0.72 | val    0.82 | rotLSD   0.50
[fold 44] epoch  720 | train    0.72 | val    0.81 | rotLSD   0.49
[fold 44] epoch  730 | train    0.72 | val    0.81 | rotLSD   0.50
[fold 44] epoch  740 | train    0.71 | val    0.82 | rotLSD   0.49
[fold 44] epoch  750 | train    0.71 | val    0.81 | rotLSD   0.51
[fold 44] epoch  760 | train    0.72 | val    0.82 | rotLSD   0.50
[fold 44] epoch  770 | train    0.72 | val    0.81 | rotLSD   0.49
[fold 44] epoch  780 | train    0.71 | val    0.82 | rotLSD   0.50
[fold 44] epoch  790 | train    0.70 | val    0.82 | rotLSD   0.50
[fold 44] epoch  800 | train    0.71 | val    0.82 | rotLSD   0.51
[fold 44] epoch  810 | train    0.71 | val    0.82 | rotLSD   0.50
[fold 44] epoch  820 | train    0.71 | val    0.82 | rotLSD   0.52
[fold 44] epoch  830 | train    0.71 | val    0.82 | rotLSD   0.51
[fold 44] epoch  840 | train    0.71 | val    0.82 | rotLSD   0.50
[fold 44] epoch  850 | train    0.70 | val    0.82 | rotLSD   0.52
[fold 44] epoch  860 | train    0.71 | val    0.82 | rotLSD   0.49
[fold 44] epoch  870 | train    0.71 | val    0.82 | rotLSD   0.51
[fold 44] epoch  880 | train    0.71 | val    0.82 | rotLSD   0.50
[fold 44] epoch  890 | train    0.71 | val    0.82 | rotLSD   0.50
[fold 44] epoch  900 | train    0.70 | val    0.82 | rotLSD   0.49
[fold 44] epoch  910 | train    0.71 | val    0.82 | rotLSD   0.52
[fold 44] epoch  920 | train    0.70 | val    0.82 | rotLSD   0.51
[fold 44] epoch  930 | train    0.71 | val    0.82 | rotLSD   0.51
[fold 44] epoch  940 | train    0.71 | val    0.82 | rotLSD   0.50
[fold 44] epoch  950 | train    0.71 | val    0.82 | rotLSD   0.49
[fold 44] epoch  960 | train    0.70 | val    0.82 | rotLSD   0.49
[fold 44] epoch  970 | train    0.71 | val    0.82 | rotLSD   0.50
[fold 44] epoch  980 | train    0.71 | val    0.82 | rotLSD   0.51
[fold 44] epoch  990 | train    0.71 | val    0.82 | rotLSD   0.50
[fold 44] epoch 1000 | train    0.71 | val    0.82 | rotLSD   0.49

─── Fold 45/92 ───
[fold 45] epoch   10 | train  120.73 | val  117.72 | rotLSD  23.03
[fold 45] epoch   20 | train  109.33 | val  106.37 | rotLSD  18.93
[fold 45] epoch   30 | train   97.26 | val   94.33 | rotLSD  16.40
[fold 45] epoch   40 | train   84.57 | val   81.82 | rotLSD  13.44
[fold 45] epoch   50 | train   71.91 | val   69.28 | rotLSD  11.30
[fold 45] epoch   60 | train   59.53 | val   57.17 | rotLSD   9.32
[fold 45] epoch   70 | train   48.01 | val   45.87 | rotLSD   7.42
[fold 45] epoch   80 | train   37.64 | val   35.73 | rotLSD   6.07
[fold 45] epoch   90 | train   28.69 | val   27.01 | rotLSD   4.89
[fold 45] epoch  100 | train   21.22 | val   19.80 | rotLSD   4.00
[fold 45] epoch  110 | train   15.30 | val   14.12 | rotLSD   3.10
[fold 45] epoch  120 | train   10.79 | val    9.83 | rotLSD   2.54
[fold 45] epoch  130 | train    7.52 | val    6.75 | rotLSD   2.00
[fold 45] epoch  140 | train    5.19 | val    4.54 | rotLSD   1.55
[fold 45] epoch  150 | train    3.65 | val    3.18 | rotLSD   1.24
[fold 45] epoch  160 | train    2.73 | val    2.35 | rotLSD   1.03
[fold 45] epoch  170 | train    2.14 | val    1.83 | rotLSD   0.89
[fold 45] epoch  180 | train    1.74 | val    1.48 | rotLSD   0.77
[fold 45] epoch  190 | train    1.45 | val    1.25 | rotLSD   0.69
[fold 45] epoch  200 | train    1.26 | val    1.08 | rotLSD   0.62
[fold 45] epoch  210 | train    1.12 | val    0.99 | rotLSD   0.58
[fold 45] epoch  220 | train    1.04 | val    0.94 | rotLSD   0.55
[fold 45] epoch  230 | train    0.98 | val    0.90 | rotLSD   0.53
[fold 45] epoch  240 | train    0.94 | val    0.87 | rotLSD   0.52
[fold 45] epoch  250 | train    0.91 | val    0.88 | rotLSD   0.52
[fold 45] epoch  260 | train    0.88 | val    0.87 | rotLSD   0.52
[fold 45] epoch  270 | train    0.86 | val    0.88 | rotLSD   0.52
[fold 45] epoch  280 | train    0.85 | val    0.89 | rotLSD   0.52
[fold 45] epoch  290 | train    0.83 | val    0.87 | rotLSD   0.52
[fold 45] epoch  300 | train    0.82 | val    0.85 | rotLSD   0.51
[fold 45] epoch  310 | train    0.80 | val    0.93 | rotLSD   0.54
[fold 45] epoch  320 | train    0.80 | val    0.87 | rotLSD   0.51
