
─── Fold 0/92 ───
[fold 0] epoch   10 | train  121.56 | val  122.02 | rotLSD  23.47
[fold 19] epoch  460 | train    0.74 | val    0.61 | rotLSD   0.41
[fold 19] epoch  470 | train    0.74 | val    0.61 | rotLSD   0.41
[fold 19] epoch  480 | train    0.74 | val    0.61 | rotLSD   0.41
[fold 19] epoch  490 | train    0.73 | val    0.61 | rotLSD   0.41
[fold 19] epoch  500 | train    0.72 | val    0.60 | rotLSD   0.42
[fold 19] epoch  510 | train    0.73 | val    0.62 | rotLSD   0.40
[fold 19] epoch  520 | train    0.73 | val    0.62 | rotLSD   0.40
[fold 19] epoch  530 | train    0.72 | val    0.61 | rotLSD   0.40
[fold 19] epoch  540 | train    0.72 | val    0.60 | rotLSD   0.40
[fold 19] epoch  550 | train    0.71 | val    0.60 | rotLSD   0.41
[fold 19] epoch  560 | train    0.72 | val    0.62 | rotLSD   0.42
[fold 19] epoch  570 | train    0.71 | val    0.61 | rotLSD   0.41
[fold 19] epoch  580 | train    0.71 | val    0.62 | rotLSD   0.41
[fold 19] epoch  590 | train    0.71 | val    0.61 | rotLSD   0.42
[fold 19] epoch  600 | train    0.70 | val    0.62 | rotLSD   0.43
[fold 19] epoch  610 | train    0.70 | val    0.61 | rotLSD   0.43
[fold 19] epoch  620 | train    0.70 | val    0.61 | rotLSD   0.40
[fold 19] epoch  630 | train    0.70 | val    0.63 | rotLSD   0.43
[fold 19] epoch  640 | train    0.69 | val    0.61 | rotLSD   0.40
[fold 19] epoch  650 | train    0.70 | val    0.62 | rotLSD   0.41
[fold 19] epoch  660 | train    0.69 | val    0.62 | rotLSD   0.43
[fold 19] epoch  670 | train    0.69 | val    0.62 | rotLSD   0.42
[fold 19] epoch  680 | train    0.69 | val    0.61 | rotLSD   0.41
[fold 19] epoch  690 | train    0.69 | val    0.62 | rotLSD   0.42
[fold 19] epoch  700 | train    0.69 | val    0.62 | rotLSD   0.42
[fold 19] epoch  710 | train    0.69 | val    0.62 | rotLSD   0.42
[fold 19] epoch  720 | train    0.69 | val    0.61 | rotLSD   0.40
[fold 19] epoch  730 | train    0.68 | val    0.63 | rotLSD   0.41
[fold 19] epoch  740 | train    0.68 | val    0.61 | rotLSD   0.43
[fold 19] epoch  750 | train    0.68 | val    0.62 | rotLSD   0.43
[fold 19] epoch  760 | train    0.67 | val    0.62 | rotLSD   0.41
[fold 19] epoch  770 | train    0.68 | val    0.62 | rotLSD   0.42
[fold 19] epoch  780 | train    0.67 | val    0.62 | rotLSD   0.42
[fold 19] epoch  790 | train    0.68 | val    0.62 | rotLSD   0.42
[fold 19] epoch  800 | train    0.67 | val    0.62 | rotLSD   0.41
[fold 19] epoch  810 | train    0.68 | val    0.62 | rotLSD   0.43
[fold 19] epoch  820 | train    0.68 | val    0.62 | rotLSD   0.42
[fold 19] epoch  830 | train    0.67 | val    0.62 | rotLSD   0.41
[fold 19] epoch  840 | train    0.67 | val    0.62 | rotLSD   0.41
[fold 19] epoch  850 | train    0.67 | val    0.62 | rotLSD   0.41
[fold 19] epoch  860 | train    0.67 | val    0.62 | rotLSD   0.42
[fold 19] epoch  870 | train    0.68 | val    0.62 | rotLSD   0.43
[fold 19] epoch  880 | train    0.67 | val    0.62 | rotLSD   0.41
[fold 19] epoch  890 | train    0.67 | val    0.62 | rotLSD   0.43
[fold 19] epoch  900 | train    0.67 | val    0.62 | rotLSD   0.42
[fold 19] epoch  910 | train    0.67 | val    0.62 | rotLSD   0.41
[fold 19] epoch  920 | train    0.68 | val    0.62 | rotLSD   0.43
[fold 19] epoch  930 | train    0.68 | val    0.62 | rotLSD   0.42
[fold 19] epoch  940 | train    0.68 | val    0.62 | rotLSD   0.42
[fold 19] epoch  950 | train    0.67 | val    0.62 | rotLSD   0.41
[fold 19] epoch  960 | train    0.67 | val    0.62 | rotLSD   0.41
[fold 19] epoch  970 | train    0.67 | val    0.62 | rotLSD   0.40
[fold 19] epoch  980 | train    0.67 | val    0.62 | rotLSD   0.42
[fold 19] epoch  990 | train    0.67 | val    0.62 | rotLSD   0.41
[fold 19] epoch 1000 | train    0.67 | val    0.62 | rotLSD   0.42

─── Fold 20/92 ───
[fold 20] epoch   10 | train  120.15 | val  120.85 | rotLSD  22.07
[fold 20] epoch   20 | train  108.41 | val  109.13 | rotLSD  18.97
[fold 20] epoch   30 | train   96.07 | val   96.55 | rotLSD  15.78
[fold 20] epoch   40 | train   83.15 | val   83.45 | rotLSD  13.81
[fold 20] epoch   50 | train   70.02 | val   70.33 | rotLSD  10.53
[fold 20] epoch   60 | train   57.49 | val   57.71 | rotLSD   8.63
[fold 20] epoch   70 | train   45.91 | val   46.04 | rotLSD   7.04
[fold 20] epoch   80 | train   35.60 | val   35.66 | rotLSD   5.91
[fold 20] epoch   90 | train   26.77 | val   26.81 | rotLSD   4.74
[fold 20] epoch  100 | train   19.53 | val   19.56 | rotLSD   3.82
[fold 20] epoch  110 | train   13.90 | val   13.89 | rotLSD   3.08
[fold 20] epoch  120 | train    9.68 | val    9.66 | rotLSD   2.41
[fold 20] epoch  130 | train    6.69 | val    6.64 | rotLSD   1.89
[fold 20] epoch  140 | train    4.67 | val    4.59 | rotLSD   1.52
[fold 20] epoch  150 | train    3.37 | val    3.26 | rotLSD   1.23
[fold 20] epoch  160 | train    2.54 | val    2.42 | rotLSD   1.03
[fold 20] epoch  170 | train    2.01 | val    1.90 | rotLSD   0.90
[fold 20] epoch  180 | train    1.64 | val    1.53 | rotLSD   0.77
[fold 20] epoch  190 | train    1.38 | val    1.27 | rotLSD   0.69
[fold 20] epoch  200 | train    1.21 | val    1.10 | rotLSD   0.61
[fold 20] epoch  210 | train    1.11 | val    1.01 | rotLSD   0.58
[fold 20] epoch  220 | train    1.03 | val    0.92 | rotLSD   0.53
[fold 20] epoch  230 | train    0.98 | val    0.89 | rotLSD   0.54
[fold 20] epoch  240 | train    0.96 | val    0.87 | rotLSD   0.51
[fold 20] epoch  250 | train    0.93 | val    0.88 | rotLSD   0.52
[fold 20] epoch  260 | train    0.91 | val    0.84 | rotLSD   0.49
[fold 20] epoch  270 | train    0.88 | val    0.83 | rotLSD   0.50
[fold 20] epoch  280 | train    0.87 | val    0.84 | rotLSD   0.51
[fold 20] epoch  290 | train    0.86 | val    0.81 | rotLSD   0.50
[fold 20] epoch  300 | train    0.84 | val    0.80 | rotLSD   0.50
[fold 20] epoch  310 | train    0.84 | val    0.81 | rotLSD   0.47
[fold 20] epoch  320 | train    0.82 | val    0.79 | rotLSD   0.48
[fold 20] epoch  330 | train    0.82 | val    0.80 | rotLSD   0.48
[fold 20] epoch  340 | train    0.82 | val    0.82 | rotLSD   0.47
[fold 20] epoch  350 | train    0.81 | val    0.82 | rotLSD   0.48
[fold 20] epoch  360 | train    0.80 | val    0.85 | rotLSD   0.50
[fold 20] epoch  370 | train    0.79 | val    0.81 | rotLSD   0.48
[fold 20] epoch  380 | train    0.80 | val    0.80 | rotLSD   0.47
[fold 20] epoch  390 | train    0.79 | val    0.80 | rotLSD   0.46
[fold 20] epoch  400 | train    0.79 | val    0.80 | rotLSD   0.46
[fold 20] epoch  410 | train    0.78 | val    0.80 | rotLSD   0.47
[fold 20] epoch  420 | train    0.78 | val    0.82 | rotLSD   0.49
[fold 20] epoch  430 | train    0.77 | val    0.81 | rotLSD   0.46
[fold 20] epoch  440 | train    0.77 | val    0.81 | rotLSD   0.46
[fold 20] epoch  450 | train    0.76 | val    0.80 | rotLSD   0.47
[fold 20] epoch  460 | train    0.77 | val    0.82 | rotLSD   0.47
[fold 20] epoch  470 | train    0.76 | val    0.82 | rotLSD   0.47
[fold 20] epoch  480 | train    0.76 | val    0.82 | rotLSD   0.45
[fold 20] epoch  490 | train    0.75 | val    0.83 | rotLSD   0.48
[fold 20] epoch  500 | train    0.75 | val    0.83 | rotLSD   0.48
[fold 20] epoch  510 | train    0.75 | val    0.83 | rotLSD   0.48
[fold 20] epoch  520 | train    0.75 | val    0.84 | rotLSD   0.48
[fold 20] epoch  530 | train    0.74 | val    0.83 | rotLSD   0.47
[fold 20] epoch  540 | train    0.74 | val    0.83 | rotLSD   0.48
[fold 20] epoch  550 | train    0.74 | val    0.83 | rotLSD   0.47
[fold 20] epoch  560 | train    0.74 | val    0.83 | rotLSD   0.46
[fold 20] epoch  570 | train    0.74 | val    0.85 | rotLSD   0.47
[fold 20] epoch  580 | train    0.73 | val    0.83 | rotLSD   0.48
[fold 20] epoch  590 | train    0.73 | val    0.84 | rotLSD   0.47
[fold 20] epoch  600 | train    0.73 | val    0.85 | rotLSD   0.49
[fold 20] epoch  610 | train    0.72 | val    0.84 | rotLSD   0.45
[fold 20] epoch  620 | train    0.72 | val    0.85 | rotLSD   0.47
[fold 20] epoch  630 | train    0.73 | val    0.86 | rotLSD   0.48
[fold 20] epoch  640 | train    0.72 | val    0.86 | rotLSD   0.50
[fold 20] epoch  650 | train    0.72 | val    0.86 | rotLSD   0.46
[fold 20] epoch  660 | train    0.72 | val    0.86 | rotLSD   0.49
[fold 20] epoch  670 | train    0.72 | val    0.86 | rotLSD   0.46
[fold 20] epoch  680 | train    0.71 | val    0.87 | rotLSD   0.48
[fold 20] epoch  690 | train    0.71 | val    0.86 | rotLSD   0.47
[fold 20] epoch  700 | train    0.72 | val    0.87 | rotLSD   0.49
[fold 20] epoch  710 | train    0.71 | val    0.85 | rotLSD   0.48
[fold 20] epoch  720 | train    0.71 | val    0.87 | rotLSD   0.48
[fold 20] epoch  730 | train    0.71 | val    0.87 | rotLSD   0.48
[fold 20] epoch  740 | train    0.71 | val    0.86 | rotLSD   0.48
[fold 20] epoch  750 | train    0.71 | val    0.87 | rotLSD   0.49
[fold 20] epoch  760 | train    0.71 | val    0.88 | rotLSD   0.47
[fold 20] epoch  770 | train    0.71 | val    0.88 | rotLSD   0.49
[fold 20] epoch  780 | train    0.70 | val    0.87 | rotLSD   0.49
[fold 20] epoch  790 | train    0.71 | val    0.88 | rotLSD   0.50
[fold 20] epoch  800 | train    0.71 | val    0.88 | rotLSD   0.50
[fold 20] epoch  810 | train    0.71 | val    0.88 | rotLSD   0.50
[fold 20] epoch  820 | train    0.70 | val    0.87 | rotLSD   0.48
[fold 20] epoch  830 | train    0.70 | val    0.88 | rotLSD   0.48
[fold 20] epoch  840 | train    0.70 | val    0.88 | rotLSD   0.50
[fold 20] epoch  850 | train    0.70 | val    0.87 | rotLSD   0.48
[fold 20] epoch  860 | train    0.70 | val    0.88 | rotLSD   0.48
[fold 20] epoch  870 | train    0.70 | val    0.88 | rotLSD   0.48
[fold 20] epoch  880 | train    0.70 | val    0.88 | rotLSD   0.49
[fold 20] epoch  890 | train    0.70 | val    0.88 | rotLSD   0.48
[fold 20] epoch  900 | train    0.70 | val    0.88 | rotLSD   0.49
[fold 20] epoch  910 | train    0.70 | val    0.88 | rotLSD   0.48
[fold 20] epoch  920 | train    0.70 | val    0.88 | rotLSD   0.49
[fold 20] epoch  930 | train    0.70 | val    0.88 | rotLSD   0.51
[fold 20] epoch  940 | train    0.70 | val    0.88 | rotLSD   0.49
[fold 20] epoch  950 | train    0.70 | val    0.88 | rotLSD   0.49
[fold 20] epoch  960 | train    0.70 | val    0.88 | rotLSD   0.49
[fold 20] epoch  970 | train    0.70 | val    0.88 | rotLSD   0.49
[fold 20] epoch  980 | train    0.70 | val    0.88 | rotLSD   0.49
[fold 20] epoch  990 | train    0.69 | val    0.88 | rotLSD   0.49
[fold 20] epoch 1000 | train    0.70 | val    0.88 | rotLSD   0.48

─── Fold 21/92 ───
[fold 21] epoch   10 | train  121.44 | val  115.68 | rotLSD  22.95
[fold 21] epoch   20 | train  110.05 | val  104.47 | rotLSD  18.41
[fold 21] epoch   30 | train   97.85 | val   92.52 | rotLSD  15.69
[fold 21] epoch   40 | train   85.19 | val   80.21 | rotLSD  13.50
[fold 21] epoch   50 | train   72.57 | val   67.95 | rotLSD  10.69
[fold 21] epoch   60 | train   60.35 | val   56.14 | rotLSD   8.79
[fold 21] epoch   70 | train   48.91 | val   45.14 | rotLSD   7.41
[fold 21] epoch   80 | train   38.65 | val   35.29 | rotLSD   6.03
[fold 21] epoch   90 | train   29.65 | val   26.79 | rotLSD   4.89
[fold 21] epoch  100 | train   22.11 | val   19.75 | rotLSD   3.94
[fold 21] epoch  110 | train   16.10 | val   14.16 | rotLSD   3.12
[fold 21] epoch  120 | train   11.50 | val    9.92 | rotLSD   2.47
[fold 21] epoch  130 | train    8.06 | val    6.85 | rotLSD   1.97
[fold 21] epoch  140 | train    5.66 | val    4.74 | rotLSD   1.58
[fold 21] epoch  150 | train    4.04 | val    3.37 | rotLSD   1.30
[fold 21] epoch  160 | train    2.98 | val    2.52 | rotLSD   1.09
[fold 21] epoch  170 | train    2.31 | val    1.98 | rotLSD   0.95
[fold 21] epoch  180 | train    1.84 | val    1.61 | rotLSD   0.81
[fold 21] epoch  190 | train    1.52 | val    1.37 | rotLSD   0.74
[fold 21] epoch  200 | train    1.30 | val    1.21 | rotLSD   0.68
[fold 21] epoch  210 | train    1.16 | val    1.12 | rotLSD   0.62
[fold 21] epoch  220 | train    1.08 | val    1.09 | rotLSD   0.61
[fold 21] epoch  230 | train    1.03 | val    1.05 | rotLSD   0.60
[fold 21] epoch  240 | train    0.98 | val    1.01 | rotLSD   0.59
[fold 21] epoch  250 | train    0.94 | val    1.01 | rotLSD   0.57
[fold 21] epoch  260 | train    0.92 | val    1.01 | rotLSD   0.58
[fold 21] epoch  270 | train    0.90 | val    0.98 | rotLSD   0.57
[fold 21] epoch  280 | train    0.87 | val    1.00 | rotLSD   0.59
[fold 21] epoch  290 | train    0.86 | val    0.99 | rotLSD   0.56
[fold 21] epoch  300 | train    0.83 | val    1.01 | rotLSD   0.57
[fold 21] epoch  310 | train    0.83 | val    0.99 | rotLSD   0.58
[fold 21] epoch  320 | train    0.82 | val    0.99 | rotLSD   0.58
[fold 21] epoch  330 | train    0.81 | val    0.98 | rotLSD   0.56
[fold 21] epoch  340 | train    0.80 | val    0.97 | rotLSD   0.58
[fold 21] epoch  350 | train    0.79 | val    0.98 | rotLSD   0.56
[fold 21] epoch  360 | train    0.79 | val    1.00 | rotLSD   0.60
[fold 21] epoch  370 | train    0.79 | val    0.99 | rotLSD   0.56
[fold 21] epoch  380 | train    0.78 | val    0.97 | rotLSD   0.57
[fold 21] epoch  390 | train    0.78 | val    0.96 | rotLSD   0.57
[fold 21] epoch  400 | train    0.78 | val    1.01 | rotLSD   0.58
[fold 21] epoch  410 | train    0.77 | val    1.00 | rotLSD   0.58
[fold 21] epoch  420 | train    0.77 | val    1.00 | rotLSD   0.55
[fold 21] epoch  430 | train    0.77 | val    0.97 | rotLSD   0.55
[fold 21] epoch  440 | train    0.76 | val    0.99 | rotLSD   0.57
[fold 21] epoch  450 | train    0.76 | val    0.99 | rotLSD   0.58
[fold 21] epoch  460 | train    0.76 | val    1.00 | rotLSD   0.58
[fold 21] epoch  470 | train    0.75 | val    0.98 | rotLSD   0.57
[fold 21] epoch  480 | train    0.75 | val    1.00 | rotLSD   0.56
[fold 21] epoch  490 | train    0.75 | val    1.00 | rotLSD   0.55
[fold 21] epoch  500 | train    0.75 | val    1.01 | rotLSD   0.57
[fold 21] epoch  510 | train    0.75 | val    1.01 | rotLSD   0.56
[fold 21] epoch  520 | train    0.74 | val    0.99 | rotLSD   0.56
[fold 21] epoch  530 | train    0.74 | val    0.99 | rotLSD   0.57
[fold 21] epoch  540 | train    0.73 | val    1.00 | rotLSD   0.56
[fold 21] epoch  550 | train    0.74 | val    1.01 | rotLSD   0.58
[fold 21] epoch  560 | train    0.74 | val    1.00 | rotLSD   0.58
[fold 21] epoch  570 | train    0.74 | val    1.02 | rotLSD   0.57
[fold 21] epoch  580 | train    0.73 | val    1.00 | rotLSD   0.56
[fold 21] epoch  590 | train    0.73 | val    1.01 | rotLSD   0.56
[fold 21] epoch  600 | train    0.74 | val    0.99 | rotLSD   0.56
[fold 21] epoch  610 | train    0.73 | val    1.02 | rotLSD   0.56
[fold 21] epoch  620 | train    0.73 | val    1.03 | rotLSD   0.60
[fold 21] epoch  630 | train    0.73 | val    1.01 | rotLSD   0.56
[fold 21] epoch  640 | train    0.72 | val    1.02 | rotLSD   0.56
[fold 21] epoch  650 | train    0.73 | val    1.02 | rotLSD   0.55
[fold 21] epoch  660 | train    0.72 | val    1.00 | rotLSD   0.56
[fold 21] epoch  670 | train    0.72 | val    1.01 | rotLSD   0.57
[fold 21] epoch  680 | train    0.72 | val    1.01 | rotLSD   0.58
[fold 21] epoch  690 | train    0.72 | val    1.04 | rotLSD   0.56
[fold 21] epoch  700 | train    0.72 | val    1.03 | rotLSD   0.58
[fold 21] epoch  710 | train    0.72 | val    1.03 | rotLSD   0.57
[fold 21] epoch  720 | train    0.72 | val    1.01 | rotLSD   0.58
[fold 21] epoch  730 | train    0.71 | val    1.03 | rotLSD   0.58
[fold 21] epoch  740 | train    0.72 | val    1.02 | rotLSD   0.58
[fold 21] epoch  750 | train    0.71 | val    1.03 | rotLSD   0.58
[fold 21] epoch  760 | train    0.71 | val    1.02 | rotLSD   0.57
[fold 21] epoch  770 | train    0.71 | val    1.04 | rotLSD   0.58
[fold 21] epoch  780 | train    0.71 | val    1.03 | rotLSD   0.58
[fold 21] epoch  790 | train    0.71 | val    1.02 | rotLSD   0.58
[fold 21] epoch  800 | train    0.71 | val    1.03 | rotLSD   0.56
[fold 21] epoch  810 | train    0.71 | val    1.03 | rotLSD   0.57
[fold 21] epoch  820 | train    0.71 | val    1.03 | rotLSD   0.58
[fold 21] epoch  830 | train    0.71 | val    1.03 | rotLSD   0.57
[fold 21] epoch  840 | train    0.71 | val    1.03 | rotLSD   0.58
[fold 21] epoch  850 | train    0.71 | val    1.03 | rotLSD   0.57
[fold 21] epoch  860 | train    0.71 | val    1.03 | rotLSD   0.56
[fold 21] epoch  870 | train    0.71 | val    1.03 | rotLSD   0.58
[fold 21] epoch  880 | train    0.71 | val    1.03 | rotLSD   0.57
[fold 21] epoch  890 | train    0.71 | val    1.03 | rotLSD   0.57
[fold 21] epoch  900 | train    0.71 | val    1.03 | rotLSD   0.58
[fold 21] epoch  910 | train    0.71 | val    1.03 | rotLSD   0.57
[fold 21] epoch  920 | train    0.71 | val    1.03 | rotLSD   0.58
[fold 21] epoch  930 | train    0.71 | val    1.03 | rotLSD   0.57
[fold 21] epoch  940 | train    0.70 | val    1.03 | rotLSD   0.60
[fold 21] epoch  950 | train    0.71 | val    1.03 | rotLSD   0.58
[fold 21] epoch  960 | train    0.71 | val    1.03 | rotLSD   0.58
[fold 21] epoch  970 | train    0.70 | val    1.03 | rotLSD   0.58
[fold 21] epoch  980 | train    0.71 | val    1.03 | rotLSD   0.56
[fold 21] epoch  990 | train    0.71 | val    1.03 | rotLSD   0.57
[fold 21] epoch 1000 | train    0.70 | val    1.03 | rotLSD   0.57

─── Fold 22/92 ───
[fold 22] epoch   10 | train  120.40 | val  118.85 | rotLSD  22.19
[fold 22] epoch   20 | train  108.96 | val  107.43 | rotLSD  18.74
[fold 22] epoch   30 | train   96.85 | val   95.28 | rotLSD  15.92
[fold 22] epoch   40 | train   84.17 | val   82.66 | rotLSD  13.37
[fold 22] epoch   50 | train   71.51 | val   70.02 | rotLSD  10.64
[fold 22] epoch   60 | train   59.22 | val   57.81 | rotLSD   9.07
[fold 22] epoch   70 | train   47.69 | val   46.45 | rotLSD   7.40
[fold 22] epoch   80 | train   37.36 | val   36.27 | rotLSD   6.10
[fold 22] epoch   90 | train   28.45 | val   27.50 | rotLSD   4.88
[fold 22] epoch  100 | train   21.05 | val   20.24 | rotLSD   3.96
[fold 22] epoch  110 | train   15.19 | val   14.49 | rotLSD   3.12
[fold 22] epoch  120 | train   10.68 | val   10.14 | rotLSD   2.49
[fold 22] epoch  130 | train    7.44 | val    7.01 | rotLSD   1.98
[fold 22] epoch  140 | train    5.20 | val    4.86 | rotLSD   1.60
[fold 22] epoch  150 | train    3.71 | val    3.46 | rotLSD   1.30
[fold 22] epoch  160 | train    2.77 | val    2.58 | rotLSD   1.10
[fold 22] epoch  170 | train    2.15 | val    2.00 | rotLSD   0.95
[fold 22] epoch  180 | train    1.74 | val    1.60 | rotLSD   0.79
[fold 22] epoch  190 | train    1.43 | val    1.33 | rotLSD   0.71
[fold 22] epoch  200 | train    1.25 | val    1.20 | rotLSD   0.65
[fold 22] epoch  210 | train    1.12 | val    1.09 | rotLSD   0.61
[fold 22] epoch  220 | train    1.04 | val    1.05 | rotLSD   0.58
[fold 22] epoch  230 | train    0.99 | val    1.06 | rotLSD   0.61
[fold 22] epoch  240 | train    0.95 | val    1.04 | rotLSD   0.60
[fold 22] epoch  250 | train    0.92 | val    1.04 | rotLSD   0.60
[fold 22] epoch  260 | train    0.90 | val    1.04 | rotLSD   0.56
[fold 22] epoch  270 | train    0.88 | val    1.08 | rotLSD   0.60
[fold 22] epoch  280 | train    0.86 | val    1.06 | rotLSD   0.59
[fold 22] epoch  290 | train    0.85 | val    1.06 | rotLSD   0.58
[fold 22] epoch  300 | train    0.84 | val    1.04 | rotLSD   0.56
[fold 22] epoch  310 | train    0.83 | val    1.05 | rotLSD   0.57
[fold 22] epoch  320 | train    0.82 | val    1.05 | rotLSD   0.57
[fold 22] epoch  330 | train    0.81 | val    1.06 | rotLSD   0.58
[fold 22] epoch  340 | train    0.81 | val    1.02 | rotLSD   0.58
[fold 22] epoch  350 | train    0.80 | val    1.05 | rotLSD   0.56
[fold 22] epoch  360 | train    0.80 | val    1.03 | rotLSD   0.56
[fold 22] epoch  370 | train    0.79 | val    1.07 | rotLSD   0.56
[fold 22] epoch  380 | train    0.79 | val    1.05 | rotLSD   0.57
[fold 22] epoch  390 | train    0.78 | val    1.04 | rotLSD   0.56
[fold 22] epoch  400 | train    0.78 | val    1.05 | rotLSD   0.56
[fold 22] epoch  410 | train    0.78 | val    1.04 | rotLSD   0.54
[fold 22] epoch  420 | train    0.77 | val    1.07 | rotLSD   0.58
[fold 22] epoch  430 | train    0.77 | val    1.04 | rotLSD   0.57
[fold 22] epoch  440 | train    0.76 | val    1.07 | rotLSD   0.59
[fold 22] epoch  450 | train    0.76 | val    1.06 | rotLSD   0.61
[fold 22] epoch  460 | train    0.76 | val    1.04 | rotLSD   0.56
[fold 22] epoch  470 | train    0.76 | val    1.02 | rotLSD   0.57
[fold 22] epoch  480 | train    0.75 | val    1.03 | rotLSD   0.57
[fold 22] epoch  490 | train    0.75 | val    1.04 | rotLSD   0.56
[fold 22] epoch  500 | train    0.75 | val    1.03 | rotLSD   0.55
[fold 22] epoch  510 | train    0.75 | val    1.02 | rotLSD   0.56
[fold 22] epoch  520 | train    0.74 | val    1.02 | rotLSD   0.57
[fold 22] epoch  530 | train    0.74 | val    1.02 | rotLSD   0.58
[fold 22] epoch  540 | train    0.74 | val    1.01 | rotLSD   0.57
[fold 22] epoch  550 | train    0.74 | val    1.03 | rotLSD   0.57
[fold 22] epoch  560 | train    0.73 | val    1.01 | rotLSD   0.57
[fold 22] epoch  570 | train    0.73 | val    1.01 | rotLSD   0.57
[fold 22] epoch  580 | train    0.73 | val    1.03 | rotLSD   0.55
[fold 22] epoch  590 | train    0.73 | val    1.02 | rotLSD   0.55
[fold 22] epoch  600 | train    0.73 | val    1.01 | rotLSD   0.55
[fold 22] epoch  610 | train    0.73 | val    1.01 | rotLSD   0.55
[fold 22] epoch  620 | train    0.72 | val    1.01 | rotLSD   0.55
[fold 22] epoch  630 | train    0.72 | val    1.01 | rotLSD   0.55
[fold 22] epoch  640 | train    0.72 | val    1.00 | rotLSD   0.58
[fold 22] epoch  650 | train    0.71 | val    0.99 | rotLSD   0.56
[fold 22] epoch  660 | train    0.71 | val    1.01 | rotLSD   0.56
[fold 22] epoch  670 | train    0.71 | val    1.00 | rotLSD   0.56
[fold 22] epoch  680 | train    0.71 | val    1.01 | rotLSD   0.56
[fold 22] epoch  690 | train    0.71 | val    1.00 | rotLSD   0.56
[fold 22] epoch  700 | train    0.72 | val    1.00 | rotLSD   0.54
[fold 22] epoch  710 | train    0.71 | val    1.01 | rotLSD   0.56
[fold 22] epoch  720 | train    0.71 | val    1.01 | rotLSD   0.55
[fold 22] epoch  730 | train    0.71 | val    0.99 | rotLSD   0.57
[fold 22] epoch  740 | train    0.71 | val    1.01 | rotLSD   0.54
[fold 22] epoch  750 | train    0.71 | val    1.01 | rotLSD   0.54
[fold 22] epoch  760 | train    0.71 | val    1.01 | rotLSD   0.56
[fold 22] epoch  770 | train    0.71 | val    1.00 | rotLSD   0.56
[fold 22] epoch  780 | train    0.70 | val    1.00 | rotLSD   0.56
[fold 22] epoch  790 | train    0.70 | val    1.01 | rotLSD   0.53
[fold 22] epoch  800 | train    0.70 | val    1.00 | rotLSD   0.56
[fold 22] epoch  810 | train    0.70 | val    1.01 | rotLSD   0.55
[fold 22] epoch  820 | train    0.70 | val    1.01 | rotLSD   0.58
[fold 22] epoch  830 | train    0.70 | val    1.00 | rotLSD   0.56
[fold 22] epoch  840 | train    0.70 | val    1.01 | rotLSD   0.57
[fold 22] epoch  850 | train    0.70 | val    1.01 | rotLSD   0.54
[fold 22] epoch  860 | train    0.70 | val    1.01 | rotLSD   0.55
[fold 22] epoch  870 | train    0.70 | val    1.01 | rotLSD   0.54
[fold 22] epoch  880 | train    0.70 | val    1.01 | rotLSD   0.55
[fold 22] epoch  890 | train    0.69 | val    1.01 | rotLSD   0.57
[fold 22] epoch  900 | train    0.69 | val    1.01 | rotLSD   0.53
[fold 22] epoch  910 | train    0.69 | val    1.01 | rotLSD   0.56
[fold 22] epoch  920 | train    0.70 | val    1.01 | rotLSD   0.57
[fold 22] epoch  930 | train    0.70 | val    1.01 | rotLSD   0.58
[fold 22] epoch  940 | train    0.70 | val    1.01 | rotLSD   0.56
[fold 22] epoch  950 | train    0.70 | val    1.01 | rotLSD   0.56
[fold 22] epoch  960 | train    0.70 | val    1.01 | rotLSD   0.56
[fold 22] epoch  970 | train    0.69 | val    1.01 | rotLSD   0.54
[fold 22] epoch  980 | train    0.70 | val    1.01 | rotLSD   0.58
[fold 22] epoch  990 | train    0.70 | val    1.01 | rotLSD   0.55
[fold 22] epoch 1000 | train    0.70 | val    1.01 | rotLSD   0.56

─── Fold 23/92 ───
[fold 23] epoch   10 | train  120.44 | val  115.83 | rotLSD  22.54
[fold 23] epoch   20 | train  108.87 | val  104.40 | rotLSD  18.93
[fold 23] epoch   30 | train   96.43 | val   92.15 | rotLSD  15.47
[fold 23] epoch   40 | train   83.47 | val   79.42 | rotLSD  13.15
[fold 23] epoch   50 | train   70.36 | val   66.70 | rotLSD  11.26
[fold 23] epoch   60 | train   57.91 | val   54.48 | rotLSD   8.55
[fold 23] epoch   70 | train   46.27 | val   43.19 | rotLSD   6.94
[fold 23] epoch   80 | train   35.84 | val   33.19 | rotLSD   5.78
[fold 23] epoch   90 | train   27.00 | val   24.71 | rotLSD   4.60
[fold 23] epoch  100 | train   19.73 | val   17.84 | rotLSD   3.61
[fold 23] epoch  110 | train   14.03 | val   12.51 | rotLSD   2.88
[fold 23] epoch  120 | train    9.77 | val    8.58 | rotLSD   2.27
[fold 23] epoch  130 | train    6.75 | val    5.84 | rotLSD   1.79
[fold 23] epoch  140 | train    4.72 | val    4.02 | rotLSD   1.43
[fold 23] epoch  150 | train    3.40 | val    2.87 | rotLSD   1.17
[fold 23] epoch  160 | train    2.56 | val    2.17 | rotLSD   0.98
[fold 23] epoch  170 | train    2.02 | val    1.72 | rotLSD   0.86
[fold 23] epoch  180 | train    1.65 | val    1.42 | rotLSD   0.76
[fold 23] epoch  190 | train    1.39 | val    1.18 | rotLSD   0.66
[fold 23] epoch  200 | train    1.22 | val    1.04 | rotLSD   0.62
